,Datetime,Tweet Id,Text,Username,Media
67,2021-05-01 11:40:30+00:00,1388458304389599233,"The bed availability for #COVID19 can be now viewed online on  https://t.co/YllPHRP3gL. We are making best efforts to provide COVID treatment to our people, tweets @DrPramodPSawant https://t.co/aZsiEUTMEw",goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0TLd_7VgAIr6yf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0TLd_7VgAIr6yf?format=jpg&name=large', type='photo')]"
68,2021-05-01 11:37:39+00:00,1388457587968909322,MGP MLA Sudin Dhavalikar urges HC to intervene for longer lockdown https://t.co/akrJNg8DcI via @@goanewshub,goanewshub,
69,2021-05-01 11:28:32+00:00,1388455291704864771,Manipal Hospital to vaccine citizens above 18 years from May 03 onwards  https://t.co/k0TZnEeyb4 via @@goanewshub,goanewshub,
70,2021-05-01 11:19:18+00:00,1388452968257638402,"Highest Covid-19 deaths till date, 54 die on Saturday https://t.co/hWmbaKdwGa via @@goanewshub",goanewshub,
71,2021-05-01 11:15:57+00:00,1388452123575087106,"#BREAKING: Manipal Hospital, Dona Paula is starting the vaccination for citizens between 18 plus from May 3 onwards. Price of dose will be Rs 1360. The beneficiaries will have to register on CoWIN or Aarogya Setu App. https://t.co/w8l316yrjD",goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0TF2LVUUAEKqfW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0TF2LVUUAEKqfW?format=jpg&name=large', type='photo')]"
72,2021-05-01 11:15:25+00:00,1388451991051923457,"#BREAKING: Manipal Hospital, Dona Paula is starting the vaccination for citizens between 18 plus from May 3 onwards. Price of dose will be Rs 1360. The beneficiaries will have to register on CoWIN or Aarogya Setu App.",goanewshub,
73,2021-05-01 11:14:09+00:00,1388451670284070912,"#BREAKING: COVID19 deaths surpass all the records; 54 people die due to infection on Saturday; 12 deaths at South Goa District Hospital, 38 at GMCH, 1 at Madkai PHC and North Goa private hospital each and two at North Goa District Hospital. #covid-19",goanewshub,
74,2021-05-01 10:48:31+00:00,1388445220350558210,Government has launched a centralized helpline for enquiries related to availability of beds for #COVDI19 patients in the state. All the hospital specific helplines announced earlier shall also remain operational. https://t.co/0mYICNDxeZ,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0S_kb6UUAAAcoM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S_kb6UUAAAcoM?format=jpg&name=large', type='photo')]"
75,2021-05-01 10:40:59+00:00,1388443326467088384,BJP politics is making Porvorim lockdown incomplete https://t.co/PeVgjRz4Fl via @@goanewshub,goanewshub,
76,2021-05-01 10:33:40+00:00,1388441484454633476,Salvador do Mundo panchayat observed 100% lockdown on Saturday to break the chain of #COVID19India infection. Local MLA @RohanKhaunte has been personally monitoring the lockdown after #Porvorim constituency witnessed surge in the cases. https://t.co/dxSCQnFKSq,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0S8KM4UcAETHhd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S8KM4UcAETHhd?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/E0S8KhFVIAQ7v4n?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S8KhFVIAQ7v4n?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/E0S8Kw4VkAEtDVi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S8Kw4VkAEtDVi?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/E0S8K-4UUAQpz8g?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S8K-4UUAQpz8g?format=jpg&name=large', type='photo')]"
77,2021-05-01 10:11:07+00:00,1388435810140057600,@RohanKhaunte has requested @DrPramodPSawant  to direct Socorro Panchayat to issue lock down in their area on similar lines as that of Penha de Franca and Salvador do Mundo Panchayats as Porvorim as a Constituency is experiencing rapid increase of COVID cases. #lockdown https://t.co/usCIbcMPf9,goanewshub,"[Photo(previewUrl='https://pbs.twimg.com/media/E0S3Ar_WEAMfhor?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/E0S3Ar_WEAMfhor?format=jpg&name=large', type='photo')]"
78,2021-05-01 10:08:12+00:00,1388435075302191110,"Young doctors at Mother Care Hospital, Margao perform successful cesarean delivery of COVID mother https://t.co/4em4OtLoWd via @@goanewshub",goanewshub,
